Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA
Date,,,,,,,,,,,,,,,
2015-01-02,62.57312774658203,172.5928497314453,14.620667457580566,62.603411864562226,173.81108342603477,14.883333206176758,62.39899551222216,171.54265711178826,14.21733283996582,62.40656798574343,173.39100637817197,14.857999801635742,2218800,121465900,71466000
2015-01-05,62.75483322143555,169.4759063720703,14.005999565124512,62.777544868262474,171.70230987578518,14.433333396911621,62.61098509005767,169.16505342016106,13.810667037963867,62.6412692111954,171.5342815996109,14.303333282470703,5820100,169632600,80527500
2015-01-06,62.936500549316406,167.87960815429688,14.085332870483398,63.12577187924757,170.31605005774304,14.279999732971191,62.860793172564456,167.07305453082503,13.61400032043457,62.860793172564456,169.78674884172293,14.003999710083008,3887600,209151400,93928500
2015-01-07,62.9743766784668,169.97158813476562,14.063332557678223,63.05008407872491,170.31605442130996,14.3186674118042,62.87595763574169,168.77017382476237,13.985333442687988,62.944092563142675,169.2238514360209,14.223333358764648,2433400,125346700,44526000
2015-01-08,62.8759765625,172.9877471923828,14.041333198547363,62.92139986110719,173.20619549222153,14.25333309173584,62.81540831361966,171.3830623898176,14.000666618347168,62.92139986110719,171.3998562438545,14.187333106994629,1873400,147217800,51637500
2015-01-09,62.98193359375,171.60147094726562,13.77733325958252,63.05764097530714,173.42460376363718,13.998666763305664,62.838085525519354,170.9797523125728,13.663999557495117,62.845657996505956,173.40779709250117,13.928000450134277,1646100,158567300,70024500
2015-01-12,63.06523132324219,170.25726318359375,13.480667114257812,63.08794296653705,171.89557431876867,13.631333351135254,62.98951814411985,169.64395413622213,13.283332824707031,63.027374733681015,171.73594295115782,13.536666870117188,4397900,144396100,89254500
2015-01-13,63.12577819824219,169.7783660888672,13.616666793823242,63.193918887411755,172.6348853051518,13.840666770935059,63.0122200097982,168.4593178117583,13.394000053405762,63.0727824516006,171.49227505469077,13.554667472839355,2223400,214553300,67159500
2015-01-14,63.269615173339844,168.75338745117188,12.845999717712402,63.38317911796626,168.95502909139518,13.013333320617676,63.254476009570666,166.82943981052134,12.333333015441895,63.32261091068521,167.73679514218418,12.388667106628418,2481200,192991100,173278500
2015-01-15,63.54978942871094,167.20745849609375,12.791333198547363,63.56492860454117,169.7195108390007,13.050000190734863,63.25452640311376,167.0898374447844,12.666666984558105,63.25452640311376,169.4002610252942,12.965999603271484,4214500,176613900,78247500
2015-01-16,63.360469818115234,169.40025329589844,12.871333122253418,63.48160046103695,169.55988460533456,12.965999603271484,63.27718997406177,166.81257746542997,12.643333435058594,63.45131635628093,166.99741236901573,12.713333129882812,3631300,211879600,54048000
2015-01-20,63.292354583740234,169.7615509033203,12.795332908630371,63.466486812067934,170.31605573671303,12.941332817077637,63.269642940068074,168.17366002204875,12.469332695007324,63.368061988015654,170.04720024667947,12.924667358398438,3029500,130991100,67548000
2015-01-21,63.17122268676758,170.6184844970703,13.104666709899902,63.443773957842396,171.10577538011057,13.245332717895508,63.16365021365311,168.82055535882742,12.633999824523926,63.43620148472793,169.2910395714916,12.636667251586914,2473900,122942700,62295000
2015-01-22,63.186336517333984,173.15582275390625,13.441332817077637,63.31503962814324,173.2902377116336,13.549332618713379,63.118201614941654,169.98843715346214,13.013333320617676,63.31503962814324,171.38309650025846,13.133333206176758,2157400,174356000,61753500
2015-01-23,63.39075469970703,172.2064208984375,13.419333457946777,63.42103302873173,173.15579932117248,13.566666603088379,63.29990238432559,172.07199313916345,13.222000122070312,63.32261401914534,172.89534073017774,13.352666854858398,6255000,117516800,51579000
2015-01-26,63.31505584716797,172.6096649169922,13.770000457763672,63.40590818306643,172.70208238486993,13.907999992370605,63.27720503928809,171.265425989366,13.403332710266113,63.390769015135234,171.98795906011892,13.45533275604248,7810500,92009700,48517500
2015-01-27,63.35293197631836,170.33287048339844,13.732000350952148,63.51191928111241,171.49227458485063,13.868666648864746,63.3150753806555,169.49271626682403,13.553333282470703,63.48920763415691,170.52610236368446,13.628000259399414,1154100,134044600,41715000
2015-01-28,63.580074310302734,168.1484375,13.291333198547363,63.66334844251653,171.635071813263,13.758000373840332,63.30752293327285,167.955205650618,13.227999687194824,63.32266210928259,171.5342574257131,13.740667343139648,1394600,168514300,47244000
